PHR Address,Snapshot 1,Snapshot 2,Snapshot 3,Snapshot 4,Snapshot 5,Snapshot 6
PAFj23ZMBgKSBcMLTkFCyApQJ93Z8uwtCS,589.98995480,589.98995480,589.98995480,589.98995480,589.98995480,589.98995480
PKToM6Hv2SXBiuLpEuMsdxPm7faKPmSRQM,328.03140000,632.33635959,634.49635959,640.97635959,647.45635959,651.77635959
PHXPiBYe6n5Cu5v2iv9xdfeFxsf8YPcx6P,0.00000000,0.00000000,882.31964750,882.31964750,882.31964750,882.31964750
PDsBU7jQJTEaG2tbFqng8Bi45NJbcK97Ep,587.77966689,587.77966689,587.77966689,587.77966689,587.77966689,587.77966689
PF1QVrsps5FfeCKqEqT4bodSW7sfFc637V,585.10596079,585.10596079,585.10596079,585.10596079,585.10596079,585.10596079
PFUgJERpfsmBehthAtkTW7c336o6nYnDCB,0.00000000,0.00000000,3503.36626033,0.00000000,0.00000000,0.00000000
P8xEYbq6MooMSNXUNXAuSsEiKvg7PEtgSQ,574.65631221,577.89631221,582.21631221,584.37631221,589.77631221,593.01631221
PXbpxcX2cZAFegadNVr2p396qbYQmxbSdT,679.34113243,686.90113243,700.94113243,713.90113243,719.30113243,0.00000000
PJAGGqdawYkG1GsiYqkTTYxytCdqj1Tx7T,582.04989392,582.04989392,582.04989392,582.04989392,582.04989392,582.04989392
PLtBvNyPciJR4qbpdqEQLXqVCZuDsEhjXd,1744.95000000,1744.95000000,0.00000000,0.00000000,0.00000000,0.00000000
PK5eo5pxuzYvUidTgSFQrWyJQKkznNGJGn,579.20792080,580.28792080,580.28792080,580.28792080,580.28792080,580.28792080
PSJuZz4KLc54nSGro7XvsrakwRMtyn1FCy,579.99000000,579.99000000,579.99000000,579.99000000,579.99000000,579.99000000
PL2cZu7K2GSycyuFA8FvviS3BXj8rhYnXp,579.80715909,579.80715909,579.80715909,579.80715909,579.80715909,579.80715909
PPQyD5EYFbStTvUU53z8UcbMgaYCaznCJX,575.31017399,575.31017399,575.31017399,575.31017399,575.31017399,575.31017399
PSNM8bTti7vhsWa9o5s2xVxcjw4YUNXyja,573.66335271,573.66335271,573.66335271,573.66335271,573.66335271,573.66335271
P9PKD1PUtzA7oCGfmatZWLke7KY7v6wPpQ,1061.55036800,464.59551382,467.83551382,474.31551382,479.71551382,485.11551382
PRdgCUEVzeJzQm8ugG6c3G5wZ1AhG99rNu,0.00000000,0.00000000,0.00000000,0.00000000,1713.16902295,1713.16902295
PRQrZCFfC5zka1VDyU5HgGseP4FVsZZ2TK,570.07441845,570.07441845,570.07441845,570.07441845,570.07441845,570.07441845
PXk4YPM38Fpdv86x4UZC4JWQVNSG6Mmxdg,0.00000000,682.62279590,682.62279590,683.70279590,683.70279590,683.70279590
PBscV8DbsetKaKsoTrfUsxdUnoiMEeDX3B,563.71582220,566.95582220,566.95582220,569.11582220,570.19582220,571.27582220
PMFFfEdnoGUCGSZK9zF2nkYjcFN3zh1Bgv,0.00000000,0.00000000,0.00000000,0.00000000,3406.48000000,0.00000000
P8ovAcGDE5fkuFugkkR4C9PovdrB8kx9DT,567.44486021,567.44486021,567.44486021,567.44486021,567.44486021,567.44486021
PHUms2kvgzrL6gSqsqc1LqA4Y4ThQ1re1m,567.16937490,567.16937490,567.16937490,567.16937490,567.16937490,567.16937490
PMw3sHoEn5qgC54cZbuSXgX5pALCkYgnTT,566.33041033,566.33041033,566.33041033,566.33041033,566.33041033,566.33041033
P97p3kP5wDEzXjjSKRi8kYEHha4zLKa4y3,563.96991680,563.96991680,563.96991680,563.96991680,563.96991680,563.96991680
PMegVW34rALyjYJN6T6Q4mNPHjVBPNZENF,560.75912640,562.91912640,563.99912640,563.99912640,565.07912640,565.07912640
PQ6kAMrAkzpRsEwzAcFJUyAzMEyH1Mhf51,563.21995494,563.21995494,563.21995494,563.21995494,563.21995494,563.21995494
PRSnRy9nwhDhUbWe7uzo45H1TqeG5cBpTj,0.00000000,0.00000000,0.00000000,1124.99800000,1124.99800000,1124.99800000
PKyeK8jEvsEdUc26vafisVj28GjQqExBxR,557.51253146,560.75253146,563.99253146,563.99253146,563.99253146,563.99253146
PNBjFN4qwaLiiTmcr8fT3X4qMKZBAEgb4N,558.17912594,560.33912594,560.33912594,561.41912594,564.65912594,564.65912594
PPJVi6wDuUWyQEwVu8wxkjMoasdzCSSJ2x,0.00000000,0.00000000,0.00000000,0.00000000,1679.62977835,1680.70977835
PLxeTeNTt9oWoKMSVc8EfsQ8yRt2egwZhi,559.20792079,559.20792079,559.20792079,559.20792079,559.20792079,559.20792079
PVjt3fky6iexQ8d5H2d8GFvCa8xkmUmy97,0.00000000,0.00000000,0.00000000,3353.94002975,0.00000000,0.00000000
PWZy9T8HcWmso85wJZK51vgRvzzPSx2Esq,556.38986480,556.38986480,556.38986480,556.38986480,556.38986480,556.38986480
PCcaZ8Ho1etEEco3EehSvR6hC7K6EqfBNa,556.08997750,556.08997750,556.08997750,556.08997750,556.08997750,556.08997750
PEsY1d1urafVfSyNr9uzpBMufxp5eA6S2X,555.29445612,555.29445612,555.29445612,555.29445612,555.29445612,555.29445612
PE9mYFjCxSbtn7hH7xvjVXyq74ZYPb9yjQ,553.98000000,553.98000000,553.98000000,553.98000000,553.98000000,553.98000000
PLMaKcSd9cSb9aJzkmd1xGbDwuDKfpnVrc,0.00000000,3322.29199751,0.00000000,0.00000000,0.00000000,0.00000000
PP6TFANpaLvyFpEgwvVK4nwX5y75Wa9BAa,548.33750189,549.41750189,549.41750189,550.49750189,555.89750189,556.97750189
PM92LgGhbaYvUhopWA28rrofUiMTLc3X4x,550.78988560,550.78988560,550.78988560,550.78988560,550.78988560,550.78988560
P9XEHyiwe1sbf6YY8BdEhdKVcYiTyQEP44,550.00000000,550.00000000,550.00000000,550.00000000,550.00000000,550.00000000
PHXfZ4hVQTPdjRFtKawF7AgnV1pv2Jf5VF,549.98993212,549.98993212,549.98993212,549.98993212,549.98993212,549.98993212
PX9uhv38gW3RUfZSXsjbrzb4ChQzUP3bdS,547.19995120,547.19995120,547.19995120,547.19995120,547.19995120,547.19995120
PBmF6SkuAWQGLJGDeg1hiLLMvp5SvR4ARY,546.49947146,546.49947146,546.49947146,546.49947146,546.49947146,546.49947146
PDPzPvaBmdPmW3LQsbUUntbkBhg37E38x7,449.00000000,565.00000000,565.00000000,565.00000000,565.00000000,565.00000000
PADBC1yoJtPrMGDExWzws7tWcE2r1PzLde,545.06936607,545.06936607,545.06936607,545.06936607,545.06936607,545.06936607
PVBiyMseKE7ttBvuDv1KafKRGMTMg1KYt5,545.01282267,545.01282267,545.01282267,545.01282267,545.01282267,545.01282267
PCyfZEBePbhSGJJjrxVC7V9vYwDzn5H228,544.08997353,544.08997353,544.08997353,544.08997353,544.08997353,544.08997353
PEvYdEqDTWTQrHaF8SPFFcW6zHd2VPYKHV,0.00000000,0.00000000,3258.39726632,0.00000000,0.00000000,0.00000000
PLGA8tFpTTUnjpWn8UvaDpZMpRELAHvPfm,541.86387190,541.86387190,541.86387190,541.86387190,541.86387190,541.86387190
PFm57fNwmwd19zmywvn62Wv12aPiUCoN4f,540.98938138,540.98938138,540.98938138,540.98938138,540.98938138,540.98938138
PTHx3g5xSh9cZSaqCmG6p6ZCUvtbosuUo7,524.54775882,538.58775882,540.74775882,543.98775882,547.22775882,550.46775882
PX4HR2PrRwv3BCYfWdhmhziaKuM8xQQCcW,539.89139590,539.89139590,539.89139590,539.89139590,539.89139590,539.89139590
PTHLcF17zRG4yJGjoj4KBD8JoXHhAqaX73,539.76968742,539.76968742,539.76968742,539.76968742,539.76968742,539.76968742
PKwyuSc9hvJoMKCSKQft2HW2TSpmTQfJzr,537.84000000,537.84000000,537.84000000,537.84000000,537.84000000,537.84000000
PRjMhdEWkouMhh7g4NhSZL49H1zdNaWFYR,505.07930768,519.11930768,537.47930768,546.11930768,557.99930768,557.99930768
PVpXWyUFUe7XweoGNQgwJGg73tna3kxfn7,534.17172978,537.41172978,537.41172978,537.41172978,537.41172978,537.41172978
PWeyV2Wz74jr3YAxzLYBWMwwVHaf8PpwYw,535.90980787,535.90980787,535.90980787,535.90980787,535.90980787,535.90980787
PDmKLj8N3HzDgN5NRCMXpsAVRmtsyuJK6M,515.99991659,524.63991659,535.43991659,540.83991659,547.31991659,549.47991659
PRmmE7tR1MGC4yAQDXGEjPuN2hBtQz7gbJ,535.31089087,535.31089087,535.31089087,535.31089087,535.31089087,535.31089087
PWGvT4xzVAwYsGPGZFfZ7q1b3H823ibGWe,534.78330240,534.78330240,534.78330240,534.78330240,534.78330240,534.78330240
PVcNccUightkFt8LgH5GbXBgVQCmBSkXMe,534.05409382,534.05409382,534.05409382,534.05409382,534.05409382,534.05409382
PDVCBJkqvNHK4F24tFsH2yoBMr4VjLjsPV,520.23954211,526.71954211,531.03954211,535.35954211,540.75954211,545.07954211
PXhhGkueyrAq1TwLFRdUeHWZfStmVfLt1E,517.71970870,523.11970870,527.43970870,532.83970870,543.63970870,545.79970870
PM6eeGC8PSZ9bnCJXg8Cs2cqiFhpRSDk59,531.26673127,531.26673127,531.26673127,531.26673127,531.26673127,531.26673127
PLxXD5RQ5oeHp7PxzKBj61mXKebPDCUGtz,512.78960396,521.42960396,530.06960396,534.38960396,540.86960396,540.86960396
PJmGw8N1VLJmWoDKqUKtBa6b772jrJR9Le,529.99000000,529.99000000,529.99000000,529.99000000,529.99000000,529.99000000
PCTuRYBc8UH2dSzBsy7vZBkgpERysSioUg,528.52416492,528.52416492,528.52416492,528.52416492,528.52416492,528.52416492
PT79anWfptJiEZH7eeRuaghJRDqthA2oJX,0.00000000,3168.17166307,0.00000000,0.00000000,0.00000000,0.00000000
PK2auJ64E4yRUvAfKN9rFJjw44cWtfL3di,527.73120058,527.73120058,527.73120058,527.73120058,527.73120058,527.73120058
PQ4CWt7EAUY3MkVcBWuXS8EEeb3LUQSnhu,0.00000000,630.34978390,632.50978390,633.58978390,634.66978390,634.66978390
PPDxGiGXPjB47dGzk94WdUhVcToYSmGDDR,511.15971483,517.63971483,524.11971483,529.51971483,533.83971483,538.15971483
PHDDLKsxfSbTamkGGiYnMFhGkzX9gYM5jy,610.87786664,501.08000000,505.40000000,508.64000000,511.88000000,516.20000000
PXjQ9hvPguymTwGUtJ35wBJTcynjUh4dwA,524.77909020,524.77909020,524.77909020,524.77909020,524.77909020,524.77909020
PRDrkXX4BNFGwyp9UDABBeKvQqiuePxMMm,520.67929280,520.67929280,524.99929280,524.99929280,526.07929280,526.07929280
PASKNSKT79gCc59QobUHKGn3pcFmA1rGFu,605.87787633,503.24000000,505.40000000,507.56000000,507.56000000,510.80000000
PGCBwQTPZJkt1w8Na5DMjZ2py87WRCMFBa,523.09655991,523.09655991,523.09655991,523.09655991,523.09655991,523.09655991
PD4pdbfCf8VLKrUEZcGjBhuTa49jLHd4Zv,0.00000000,618.95556842,626.51556842,629.75556842,629.75556842,630.83556842
PDTBd4j8znCSzhGqTtwakenzP3YvR6jCt3,522.34368873,522.34368873,522.34368873,522.34368873,522.34368873,522.34368873
PVrN3hakq1gMzjaDgW8Fk9aYV2FKxhZgBc,522.23663237,522.23663237,522.23663237,522.23663237,522.23663237,522.23663237
PTPUKucxvF6jKY2wLSLr9ynVvqtRxvRhUA,521.99995840,521.99995840,521.99995840,521.99995840,521.99995840,521.99995840
PRsfpkoc3B7WqfVdG5YFTcG4u2Bbv8PZoC,493.24000000,505.12000000,520.24000000,531.04000000,540.76000000,540.76000000
PTSMYpW6pKmgKEwnyFZGw9oiKXRknSvLps,521.34001440,521.34001440,521.34001440,521.34001440,521.34001440,521.34001440
PP4Md81iHydvDoPgYJHi8eqiBrv9aXwtLs,520.80000000,520.80000000,520.80000000,520.80000000,520.80000000,520.80000000
PA271PTACfirJHmr1DTj6XEnXfZs6Vnk6u,518.98001898,518.98001898,518.98001898,518.98001898,518.98001898,518.98001898
PKsyxbj5TnmLJ8Qd9qZCyoLQrejYgvoNCo,482.79579873,497.91579873,516.27579873,529.23579873,543.27579873,543.27579873
PQPgZdMBnzCUJigLPBMXwo3qL7PVagxCbf,0.00000000,621.16000000,622.24000000,622.24000000,622.24000000,622.24000000
PAc8vdYJLK6ZasS8AWKUT7qBvtpEMEULuy,509.76000000,511.92000000,515.16000000,522.72000000,524.88000000,524.88000000
PGouprxeW3vDnJpz6GqKJqsq7Cz7AkiBxV,517.92003010,517.92003010,517.92003010,517.92003010,517.92003010,517.92003010
PWkzfqfrVQTFgH5LaFa1YrGU3z1Agu9Xob,0.00000000,0.00000000,0.00000000,1019.59771139,1034.71771139,1047.67771139
PCCKQQSxQfUAbdfNpuqrpcfkJaKPkAySvj,516.00000000,516.00000000,516.00000000,516.00000000,516.00000000,516.00000000
PLvmgoRxhpNUFxpJspQPsXeiHNt6mKCqiY,0.00000000,0.00000000,0.00000000,1031.40000000,1031.40000000,1031.40000000
PEPqiMZmSzdCbtrfQoPATN6j9rM58uexi2,0.00000000,0.00000000,0.00000000,0.00000000,3085.74852000,0.00000000
PMWDUNyRonrnqmYRdgXhScH7HrY5iEHqP7,484.20183716,492.84183716,511.20183716,524.16183716,533.88183716,533.88183716
PUZ9EvXUdGn1536xBK5z5jy9Vy1PiLV6yX,512.09026868,512.09026868,512.09026868,512.09026868,512.09026868,512.09026868
PHJDkm9qsL1oT7RM6h3hDhWfhcE97bDP4m,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3067.42614936
PCbmDcFx6PRqNvp5bEyiZyVmmCacYPMtox,3064.52296740,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
PWP2JWvANFa5uCuCqruhWqA4xAcsniQNTf,502.83807308,502.83807308,506.07807308,511.47807308,515.79807308,519.03807308
PV2aEJshKVGHdyUzQoJxup4nLiSqDe4Zt5,508.66051837,508.66051837,508.66051837,508.66051837,508.66051837,512.98051837
P9PPEnBWfYTx9Ja6a8kTyuS1TqPovfsGFK,509.18912625,509.18912625,509.18912625,509.18912625,509.18912625,509.18912625
PCMEXHUD6LEVPpsS1gMCfqRUm2xu4NDKJH,507.99000000,507.99000000,507.99000000,507.99000000,507.99000000,507.99000000
PDEnsBXNdihPbfJTo5jh4vY9rKsFnAC46M,507.22449572,507.22449572,507.22449572,507.22449572,507.22449572,507.22449572
P9pR8yskrwP8VConHwtXC7jHeAE3ZdR6nW,3042.50817229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
PH5EbM1SGsqdmVL85S3GuJTrJ8YssiqXre,506.21800213,506.21800213,506.21800213,506.21800213,506.21800213,506.21800213
PUNZGze9CsREXnVf72McFniY3TMJYqrJyx,505.69203763,505.69203763,505.69203763,505.69203763,505.69203763,505.69203763
PFBPBG9eZ7WqJXqyQRnxqqW23izmyfmQji,505.58997920,505.58997920,505.58997920,505.58997920,505.58997920,505.58997920
P8kn2MdQgRUhb67K12px4NKEA92Nf6bbze,0.00000000,3032.34863409,0.00000000,0.00000000,0.00000000,0.00000000
PUJRCrXGR8g1yEfSbwiWGuZaAmyUvEBXj5,502.50857942,502.50857942,502.50857942,502.50857942,502.50857942,502.50857942
PEPRheucHTCJ3QCeuiBu9eypY5fNyt132a,497.62376237,497.62376237,498.70376237,501.94376237,507.34376237,511.66376237
PP9cJ5gJjyMmGdxLXAjWkZPqZW7AnCp8Lv,502.15991030,502.15991030,502.15991030,502.15991030,502.15991030,502.15991030
PJFXHpAswwfVMPwUhDR1sKe3K54GokKcV7,498.91786502,498.91786502,498.91786502,502.15786502,504.31786502,508.63786502
P9438yZbhvnE3UUsDb3AEX9visbc7rGphA,0.00000000,589.94553347,596.42553347,601.82553347,608.30553347,614.78553347
PDRvKvitPBbxpd9W6iK7foCJCm91fumv9A,491.52000000,493.67993992,495.83993992,503.39993992,509.87993992,516.35993992
PKHLK9T7q1TtYPuykvzq76KiJfmvrYNqLP,501.68316831,501.68316831,501.68316831,501.68316831,501.68316831,501.68316831
PPSG357nPZWaeayrBibPkkF4WW4jiCBwqy,0.00000000,399.20792079,650.49308891,650.49308891,650.49308891,650.49308891
PNSa2pXdhVxNkAurXKPiLEHR4GqvkWg5u5,489.35822838,492.59822838,496.91822838,502.31822838,507.71822838,512.03822838
PGeYTGgPRx6WKKbBaAZ7NWSVJrpuuccrvu,0.00000000,0.00000000,3000.53998090,0.00000000,0.00000000,0.00000000
PVD245aCRH12Utsaeo1bQopwBvvN6B9PDP,500.00000000,500.00000000,500.00000000,500.00000000,500.00000000,500.00000000
PQ9u4GWJvMRbVGyFNr3RDy9VgS4buz66Nh,500.00000000,500.00000000,500.00000000,500.00000000,500.00000000,500.00000000
PXpA9RNm6PeQLvVF3GEQaRKUY5WWkWXJN1,0.00000000,0.00000000,0.00000000,3000.00000000,0.00000000,0.00000000
P9T46ASbaHARBoj3RXCjM5a3H1DFXtxxUr,499.99997740,499.99997740,499.99997740,499.99997740,499.99997740,499.99997740
PM5tG3zT57g6oH6ig2XkYGDaDPjFnhNtje,499.99996260,499.99996260,499.99996260,499.99996260,499.99996260,499.99996260
PAtzt9MAF8ooF322LCgm4ctkhGvcgWYHD4,499.99994790,499.99994790,499.99994790,499.99994790,499.99994790,499.99994790
PVELoMTTvRExSk4eqV4txmNVqGPQjkh7tj,499.99900000,499.99900000,499.99900000,499.99900000,499.99900000,499.99900000
PK4YionXjBis8mm3QxCnCCRhz8eFjAzDB6,499.99000000,499.99000000,499.99000000,499.99000000,499.99000000,499.99000000
PBUP8DF1SaeEf3ML3cANYSDFCQ1acUcJhe,499.99000000,499.99000000,499.99000000,499.99000000,499.99000000,499.99000000
PL4fEp45kcd3xy2gX9fbUHGHtN5eLYQYEE,499.99000000,499.99000000,499.99000000,499.99000000,499.99000000,499.99000000
PWJxgsJjzGpWP4AJbVhbvbYaRvuWkDC44j,499.99000000,499.99000000,499.99000000,499.99000000,499.99000000,499.99000000
PCRSBQKHQx9cv41yspHbtS8cNLZSAoKG56,499.98996269,499.98996269,499.98996269,499.98996269,499.98996269,499.98996269
PDadje4o2ugkdLaVrUg9h6qh62gbYAzHYu,499.94000000,499.94000000,499.94000000,499.94000000,499.94000000,499.94000000
PCU18h6mDr8T3ySNB6C3emtKt4YTXwBfLz,497.99890522,497.99890522,497.99890522,497.99890522,497.99890522,497.99890522
PCuxe5zejMuZjSPLQBH5xBSyam3bKmo1T7,497.38991680,497.38991680,497.38991680,497.38991680,497.38991680,497.38991680
PL6jyFoWkdvKTguzZYrwPV4Ti6RAGabCvS,497.02970298,497.02970298,497.02970298,497.02970298,497.02970298,497.02970298
PNT9Fdbgz4tmcmLovBLngHkfDJR8eAb7hU,1425.59800242,1438.55800242,116.64000000,0.00000000,0.00000000,0.00000000
PH2g1GNboWE1qXKfrmatfpYbJBNzULLV1v,496.40980886,496.40980886,496.40980886,496.40980886,496.40980886,496.40980886
PLp5t4RcouprdKnBAgCzKFsTn811CsDLCg,496.19801730,496.19801730,496.19801730,496.19801730,496.19801730,496.19801730
PR6Ap6n3qFtFPxoxPNFox9CyG2afBdkEBj,467.56000000,475.12000000,489.16000000,502.12000000,515.08000000,515.08000000
PTFKpPLzUy7HbiLB6nLJnMJn6KzbjBbCeM,0.00000000,592.57425743,592.57425743,592.57425743,592.57425743,592.57425743
PD1kXiwEkYaJWhsUrFyud6SpexnszJPPQq,489.74724777,491.90724777,494.06724777,495.14724777,495.14724777,496.22724777
PWZXnPvLsW8CPaBc5ZgCGdfjzBjXYSq8Kc,0.00000000,592.00000000,592.00000000,592.00000000,592.00000000,592.00000000
PURQjEozTzeMsCM8w8mjS3RmxvqXem1MVD,492.98614501,492.98614501,492.98614501,492.98614501,492.98614501,492.98614501
PPeMrUXZoiXnbG3M3b91YwU9FUX4pcjkRX,492.07920793,492.07920793,492.07920793,492.07920793,492.07920793,492.07920793
PK56EtpnH1B7tRhacSCLaD5c1ugHywKu2f,1474.20000000,1474.20000000,0.00000000,0.00000000,0.00000000,0.00000000
PA7kJNpxUZkigN3z4PVmqBbGWfqpevPomo,491.03678838,491.03678838,491.03678838,491.03678838,491.03678838,491.03678838
PRj6UFXkDA8sjEsufitS6NMN9btR7DsZKA,489.99997740,489.99997740,489.99997740,489.99997740,489.99997740,489.99997740
PPDWMe14bWwgo3m9n5GPdDcBkZGYPGMBex,489.99353881,489.99353881,489.99353881,489.99353881,489.99353881,489.99353881
PAYD8fkpabXxWkahpedjC2P3CxTCZQM8YS,489.99003270,489.99003270,489.99003270,489.99003270,489.99003270,489.99003270
PDEvKtipFor5hS52JHeMdJKj2NiNtQqjCy,489.84980156,489.84980156,489.84980156,489.84980156,489.84980156,489.84980156
PPPYfR4u1DUYzmw7c54pJya4AZU3SvSDmY,489.37138255,489.37138255,489.37138255,489.37138255,489.37138255,489.37138255
PP9tx7LwG7V977t9PG5T3Qj4YAnMEgvxFF,488.11881188,488.11881188,488.11881188,488.11881188,488.11881188,488.11881188
PVWFeGkaPEjSWRRBRB5qrp5MH7ACyjQkgP,481.19727381,483.35727381,484.43727381,490.91727381,493.07727381,493.07727381
PKEsnHiJahiYYDwQVs9YWLdfPhSGWyKG8x,487.58997920,487.58997920,487.58997920,487.58997920,487.58997920,487.58997920
PHDs2WeMXLh7pv5uaBiLQUmRC3qAqZRMBe,2921.39970766,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
PC2Ss6oaMKjwohqyCajUEv4zvY59QErgHJ,486.38326400,486.38326400,486.38326400,486.38326400,486.38326400,486.38326400
PLE7o31G6wHMnYrTHzKcCfZSmV7iVUMRen,485.84158416,485.84158416,485.84158416,485.84158416,485.84158416,485.84158416
PPk4SDCKzdiNM9iC6migrBu4dDrXccbFjh,485.79998960,485.79998960,485.79998960,485.79998960,485.79998960,485.79998960
PAek47ya3VsphhBcgdbFdnFA88CWy7qgby,485.41149762,485.41149762,485.41149762,485.41149762,485.41149762,485.41149762
PGh7Pogj637evryMdPmFH2yU41xjsF1S19,484.99990000,484.99990000,484.99990000,484.99990000,484.99990000,484.99990000
PLPyAgf2dEydKoo5T3m1nDuEM62JAN4f2o,484.99990000,484.99990000,484.99990000,484.99990000,484.99990000,484.99990000
PNGjPA1kReShnNCCfDq9dsrhWX429TrPnP,2897.29890000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
PKNiKC5WZf653fDM4wYMcFEVnqFQg6jZTi,483.71404934,483.71404934,483.71404934,483.71404934,483.71404934,483.71404934
PVsC6wjPCu24NvpqNv59vfFfnpMjZrH1rY,2898.20871287,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P9XC9T9z8GNav8cxiqxSMHabhHLGjqqXvU,481.99000000,481.99000000,481.99000000,481.99000000,481.99000000,481.99000000
PXXJS6RhBcdvZ7QGfkHRz3dYJUNwbnR6Wp,479.69933845,480.77933845,480.77933845,480.77933845,480.77933845,481.85933845
PALSJSM86LJyiJkymkDw2JWgyvxCkaTLZm,477.51945683,477.51945683,477.51945683,477.51945683,477.51945683,477.51945683
PWHae8pV7GX4wHLT9dvKAfhydNCDuNrYnN,475.19707771,475.19707771,475.19707771,475.19707771,475.19707771,475.19707771
PW3YTh2hehVtBsuHM6jDRpUR5x8nzTt1fv,470.26458340,471.34458340,475.66458340,475.66458340,477.82458340,479.98458340
PAuuRQjhZEtxNo2c8PQdZTAVUQrmAs6PnN,464.74616488,467.98616488,472.30616488,475.54616488,479.86616488,482.02616488
PPq1vMuccwz6xeJBNRCmvce2vQjLeF4RdN,473.32308528,473.32308528,473.32308528,473.32308528,473.32308528,473.32308528
PWML37kEKtX1XRSCsZRDtF9HT3uy5b141P,272.81847827,274.97847827,278.21847827,660.55828025,671.35828025,677.83828025
PUQyc6Hbw2nqWRuckvkM6z4Cw8Xx4R5heG,2835.48559580,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
PKqBGy5vnCgCAAVswUfmoQinMQdNKZxCYo,472.07920793,472.07920793,472.07920793,472.07920793,472.07920793,472.07920793
PN7vNWxGhTgbd6AaY8z8E8ZeyJQt14C5Z8,470.27317826,470.27317826,470.27317826,470.27317826,470.27317826,470.27317826
PHPR7S3ofWN1qeWEvfmApGrscoea37YrQt,469.99990000,469.99990000,469.99990000,469.99990000,469.99990000,469.99990000
PDJJ8rafPMHqjsGsJMVADxsovXtoWqpef8,469.98995820,469.98995820,469.98995820,469.98995820,469.98995820,469.98995820
PK4ptrTh4WCKAYgoXQnnTeC59etzCjZH3n,469.57242473,469.57242473,469.57242473,469.57242473,469.57242473,469.57242473
PMEHv2cToir86rGdWkuYU4taLysoL1V9Ni,467.97479225,467.97479225,467.97479225,467.97479225,467.97479225,467.97479225
PQE6d4cQXY3LcV6BdZ2oYTg8EZnazjkLYm,0.00000000,548.53354204,555.01354204,560.41354204,566.89354204,573.37354204
PNkkWfY1v5FfpCnZpq6q2cXAx9Y2pXvacp,464.19820928,465.27820928,466.35820928,467.43820928,469.59820928,469.59820928
PQRFZF4SGNsCdCbtZR5ArseZN54yiAsruv,467.02396998,467.02396998,467.02396998,467.02396998,467.02396998,467.02396998
PLoNgeVzk7CueyChQYBMoYCQgY46tV1zfE,0.00000000,0.00000000,0.00000000,0.00000000,2799.99984127,0.00000000
PNB4vgThhDuUaN4NfHgznjjNud66SJwqZX,465.77054983,465.77054983,465.77054983,465.77054983,465.77054983,465.77054983
PB3JWx3x4Pq1YiiUqVLuMbLeuAnB8jFhuo,2789.30000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
PRkzeRQQwKjsg1gsQ4tJ1e7qnxfL4hZYDP,463.70668370,463.70668370,464.78668370,464.78668370,464.78668370,466.94668370
PMuUCr4kADcm8K1GGUsBJxTYY4YF66ENwd,452.20557750,456.52557750,463.00557750,467.32557750,471.64557750,474.88557750
PKX8xP47iXcNAjinWGbNVJkWnQSPKYsrHf,0.00000000,0.00000000,0.00000000,920.25848104,922.41848104,925.65848104
PAekMbHVNQMpEB12odfP1hL5N7VSqQRpgr,454.32000000,461.88000000,461.88000000,461.88000000,461.88000000,461.88000000
PNLT7tujsrDWXqW7ukGXVbqcu1g7Gt7Grs,459.42092687,459.42092687,459.42092687,459.42092687,459.42092687,459.42092687
PPPVdXGHBg6pGQQiGh521pvyXF9v2w5KRH,0.00000000,0.00000000,0.00000000,0.00000000,1371.65321213,1378.13321213
PDPm2U4NiMQeP5N1W37o9qAFHejDKVhUiq,0.00000000,0.00000000,0.00000000,2747.05012293,0.00000000,0.00000000
PLE5CCyKfYN78LfCZp6vjzR6u4CguyqeTF,0.00000000,0.00000000,0.00000000,2745.00000000,0.00000000,0.00000000
PNdAAnHLgaAgHd71maqsHXD4mMa2VmA2us,456.93043500,456.93043500,456.93043500,456.93043500,456.93043500,456.93043500
PQbuiJBW3jPwphR2tFbVuKdM2jqxgRpZK9,455.58487764,455.58487764,455.58487764,455.58487764,455.58487764,455.58487764
PTmU6NvLrmBSmy5dph5d4VcjBv4xswHhkZ,454.99980000,454.99980000,454.99980000,454.99980000,454.99980000,454.99980000
PQCm9iwnxFD9TZum3LfyMN9m98ZisjDpcu,430.30196362,442.18196362,450.82196362,459.46196362,470.26196362,470.26196362
PSjLSLfpwuKReRuYPjCynguMHc45ydFKqe,0.00000000,543.74093480,543.74093480,543.74093480,543.74093480,543.74093480
PHsrgBapPxZfQAbv5enfY7TP6vUXq4tCfV,452.59970844,452.59970844,452.59970844,452.59970844,452.59970844,452.59970844
PM72qP84GbgmsoiXyCgmLbuUbszPppDQTv,451.76200186,451.76200186,451.76200186,451.76200186,451.76200186,451.76200186
PFiwtbqpsDue7ZhTDSWDDuXV4U1nB9AjvM,1346.42223000,1361.54223000,0.00000000,0.00000000,0.00000000,0.00000000
PGuM2kT3ENjpTRjWuviCNamesdq9NCrdBp,451.10550518,451.10550518,451.10550518,451.10550518,451.10550518,451.10550518
