PHR Address,Snapshot 1,Snapshot 2,Snapshot 3,Snapshot 4,Snapshot 5,Snapshot 6
PRxz66w3b9msPhsi6AhLrH8wWYpcnRPUQv,0.00000000,0.00000000,165.72677805,168.96677805,172.20677805,172.20677805
PKVtCFbThcvhDgU8yXjkQ9e4FkThGVRpik,113.07140000,113.07140000,113.07140000,113.07140000,113.07140000,113.07140000
PQ7MuuXCXuoff2fC4UpiWd2frznR5Yc83x,674.16000000,0.00000000,0.00000000,0.00000000,0.00000000,3.00000000
PSK3qcmikqrBHxTdnvx4aspKUdvmsdLqfT,112.80869995,112.80869995,112.80869995,112.80869995,112.80869995,112.80869995
PDCUKAwRecP2teCEGjWDBpYQFmA2mMJohS,0.00000000,0.00000000,162.16000000,168.64000000,172.96000000,172.96000000
P8yd6oCLqenMP7omUZGhpJFUknnACtRPxZ,0.00000000,126.13225002,133.69225002,136.93225002,139.09225002,139.09225002
PJkbQWrZZEZXUgNJFgrCXstTEH5f9DZD8F,103.43000000,108.83000000,113.15000000,115.31000000,116.39000000,116.39000000
P8d4qDTT414bmDMZoEJe6WiqCAp9Fgqkxw,112.12869516,112.12869516,112.12869516,112.12869516,112.12869516,112.12869516
PBrZa7bfewzsTMhvse9mHFjwT591ahypVz,112.06956952,112.06956952,112.06956952,112.06956952,112.06956952,112.06956952
PKUWNZsaUHD2FSEJ5Fd6CZPsLH1x1DPPX6,112.04989450,112.04989450,112.04989450,112.04989450,112.04989450,112.04989450
PBYVMjeC9xtPYqfSSrZeGKXgHd6Zu443y4,0.00000000,0.00000000,0.00000000,219.56196735,224.96196735,224.96196735
PKWyE582vXRqdcR9jVERYXxUyAq3cYncFD,111.53462864,111.53462864,111.53462864,111.53462864,111.53462864,111.53462864
P8vrihHtcdSbqFXbd4dreC6BGyYALSxqnq,0.00000000,0.00000000,0.00000000,668.99995490,0.00000000,0.00000000
PKVj91EfHSddbx3HMQGNxYAMZrJTpr4zAR,0.00000000,0.00000000,0.00000000,0.00000000,334.22476433,334.22476433
PGZjum6qgLTTpTi1tKc3WhLFZJfASJPYJf,0.00000000,133.60000000,133.60000000,133.60000000,133.60000000,133.60000000
PD43GBD1cJGNDvwBhSoDzmSPTH4tRXMr7Z,0.00000000,126.04000000,128.20000000,135.76000000,139.00000000,139.00000000
PQUcaKTS55FKc2pRHVqFBerDDqJHZJfvoE,111.18995840,111.18995840,111.18995840,111.18995840,111.18995840,111.18995840
PVmKZ43nhqj5Ch4RpGPHbjab81sFM5N1Dp,104.32000000,106.48000000,109.72000000,112.96000000,116.20000000,116.20000000
PXM91uhFFqy7mX4Exg3UJTnG9jyvkCVDdd,110.87933355,110.87933355,110.87933355,110.87933355,110.87933355,110.87933355
PFCQzprF8g9gM5DpMKnJCU64VqrV4PD38K,110.77453998,110.77453998,110.77453998,110.77453998,110.77453998,110.77453998
PLW3ckMVfV9ujXvgDn5VZzjcqZagECNvqL,159.37926067,162.61926067,168.01926067,173.41926067,0.00000000,0.00000000
PFQvcKnzeCUjDmcNoy9gtPN9PdkHUEatyw,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,663.39635136
PR8yA99djPTvP6ZtQdEu21yRLmi9KDZikj,0.00000000,0.00000000,328.14729316,334.62729316,0.00000000,0.00000000
PSz8kbDUEoSDbLHkFCbnpsZ6yUfzmhVXou,110.39603960,110.39603960,110.39603960,110.39603960,110.39603960,110.39603960
PF4d76is6icP9kSR2YNneL4qNXFvMCuKdw,110.36101600,110.36101600,110.36101600,110.36101600,110.36101600,110.36101600
PVNfzmW2DnzRKcFgyVZyD8b1akdCzd5r3m,108.59963885,108.59963885,110.75963885,110.75963885,110.75963885,110.75963885
PMbMj5FXrr8rd9jBmVLoR1BcJY5EjMLMGg,110.03589677,110.03589677,110.03589677,110.03589677,110.03589677,110.03589677
PXae4EB8y8YvZPMeKWcDgfsL4F8mpoEaXw,110.00000000,110.00000000,110.00000000,110.00000000,110.00000000,110.00000000
PEmhC2DYwrYTZBqmXkoxiEYV8hzCS9CrZL,110.00000000,110.00000000,110.00000000,110.00000000,110.00000000,110.00000000
P9VFNkMvWRssfjs1xBVAYginAGeuzn4xJR,0.00000000,0.00000000,165.00000000,165.00000000,165.00000000,165.00000000
PPHrWEu2UyVSbMNFNEA48YMzrHbMoua6Y6,325.79949019,332.27949019,0.00000000,0.00000000,0.00000000,0.00000000
PSLA4taPfD2w24YAMVMzqpHaKm7v4CbAge,109.48974663,109.48974663,109.48974663,109.48974663,109.48974663,109.48974663
PNnmxGuSxEudjC4o2sjrdgczpxpxtVTdaV,0.00000000,131.36833280,131.36833280,131.36833280,131.36833280,131.36833280
PLdDDZnTy6CvQWhVQUjioH7JaLXJNojDnD,103.47008547,106.71008547,107.79008547,112.11008547,113.19008547,113.19008547
PAzB8AvUHFGYz66H6mGX5xYP4Ei89x1AZi,109.26081969,109.26081969,109.26081969,109.26081969,109.26081969,109.26081969
PAJT2Ecgs8S5ZrRSsBSaq62UFroAgd6gq8,0.00000000,0.00000000,0.00000000,0.00000000,327.29669725,327.29669725
PXW5a2YLXxGcxcT13U8AofFQAy82Eti9qG,103.31648592,106.55648592,106.55648592,110.87648592,111.95648592,115.19648592
PL69yufXNJLKeFreZQEmbMkVcWKAhYJEZq,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,653.99997740
P9eKfgHQXQGdtC6vRnRNuNAUpckHA8CGyV,0.00000000,319.94392584,332.90392584,0.00000000,0.00000000,0.00000000
PNAiFDx1oSytz2YFpZeC8FPhaqKjzxr8Av,0.00000000,0.00000000,157.41924649,162.81924649,166.05924649,166.05924649
PDEWoFFbTW9s7dtvhuxB2nFSMYf318HCjW,105.31978364,106.39978364,107.47978364,109.63978364,110.71978364,111.79978364
PTuUpgnHSDXA452UYFzBtVfEAmafCTkoWQ,108.37000000,108.37000000,108.37000000,108.37000000,108.37000000,108.37000000
PNrGSJmmyzpcsjFPGPYuJZwcyA834Srzpe,0.00000000,0.00000000,650.06252472,0.00000000,0.00000000,0.00000000
PLCY3zB3yfSsVvArSuwYHyP1ThBZYxe1eU,0.00000000,0.00000000,0.00000000,0.00000000,324.75247525,324.75247525
PX9auubQusH1WjCkT1ja9Np6AcU7BTBYdb,0.00000000,0.00000000,0.00000000,0.00000000,324.32000000,324.32000000
PPtnmhogMsz8oSNUVSC9Ks8LFkfVugfD8V,0.00000000,0.00000000,154.57919652,161.05919652,166.45919652,166.45919652
PAqySHmygGgEixwvLBTumFGMD725i9cEKg,0.00000000,0.00000000,0.00000000,212.16000000,217.56000000,217.56000000
PTpUyH8UjMUbe78hkk3t6RKHTXvtiRgwsF,206.35133558,216.07133558,224.71133558,0.00000000,0.00000000,0.00000000
PHRLH69HLEaHfsEgtb3QPn99sr267mQopn,0.00000000,0.00000000,0.00000000,0.00000000,646.99997740,0.00000000
PPgBkdxTVuYCZJChLAt4nsNB655pa1J5FQ,0.00000000,0.00000000,0.00000000,0.00000000,323.24000000,323.24000000
PS3hn8GA4gT9RLCYxfg4ChnLwAYfrv9k2A,156.13909905,158.29909905,164.77909905,166.93909905,0.00000000,0.00000000
PUmavXHG9t6DR31gZxhzzzjrJVCds41cGo,99.84373000,103.08373000,105.24373000,108.48373000,113.88373000,113.88373000
PUmBQGtnQKiGC8kHqidRSMm8hx3w51RK4A,107.26600000,107.26600000,107.26600000,107.26600000,107.26600000,107.26600000
PE9LLb8LAfWgZDcsKbTQhK7jNuMdiBVUhm,107.18103170,107.18103170,107.18103170,107.18103170,107.18103170,107.18103170
PSS8RTxcheJjqRzobwhGVShrjdSLhrXacq,0.00000000,125.34860638,125.34860638,127.50860638,130.74860638,133.98860638
PEjsxziFLrofQ56zAdLdthhLALb8DFLhj2,107.15112749,107.15112749,107.15112749,107.15112749,107.15112749,107.15112749
PAbJcJGQho5J3PNMhYh7tD4B3bWySgkaMi,0.00000000,0.00000000,0.00000000,209.66753369,216.14753369,216.14753369
PWeB737dY6XanycuYcSHLNfN87uj2CBJAv,106.97979194,106.97979194,106.97979194,106.97979194,106.97979194,106.97979194
P9pzhhEQNXyFpZ8uYfUgFBqRWUvynPJtek,106.90871397,106.90871397,106.90871397,106.90871397,106.90871397,106.90871397
PK8HtW121pHdu8nWZn4R9SKx1o4ghFp17g,106.81973577,106.81973577,106.81973577,106.81973577,106.81973577,106.81973577
PEWtDwLEnxxmrjTFYzuATVScmVEquC3V24,640.75721042,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
PQcpXK6hHyPi6eccyK8xPArh4rs4CdfCCG,0.00000000,0.00000000,314.49040030,325.29040030,0.00000000,0.00000000
PKoKVvpYFkUL2hsSX3rkfoXBceKfRs6Dbj,0.00000000,0.00000000,155.55000000,157.71000000,163.11000000,163.11000000
PEufFxy28dFxd2izYuL3hwkBbcENXZK2uH,0.00000000,122.87990000,126.11990000,129.35990000,130.43990000,130.43990000
PVNyVaonCsT1j2NJJBZtrPTSRtiLJ6WhkU,0.00000000,0.00000000,0.00000000,0.00000000,319.29765223,319.29765223
PEczeRerG8q48GjTezSCn54TeXX4D4ycF1,106.37003098,106.37003098,106.37003098,106.37003098,106.37003098,106.37003098
PFKHU8NaGJ19u33L1Mn1XVJ3z9VEZzWc97,313.78535875,323.50535875,0.00000000,0.00000000,0.00000000,0.00000000
PAmkGgeHx9uV7zq7TGsoYE4rJi7d4HURXW,104.03881293,104.03881293,105.11881293,106.19881293,108.35881293,108.35881293
PQwMHfLksTCz1p1o4DcHPXGtgWnE7RHLCP,105.99000000,105.99000000,105.99000000,105.99000000,105.99000000,105.99000000
PCSnRKFs7rW8qQmam6JxumW5nnti5Vy6iD,0.00000000,0.00000000,0.00000000,0.00000000,317.50434992,317.50434992
PSKdqRirGY2yBAdFmQePr9HdK8JwWEbyNy,105.82552257,105.82552257,105.82552257,105.82552257,105.82552257,105.82552257
PJyxeD4ZbbxnRg4V84RxSQhKxZN48ciDeb,0.00000000,0.00000000,154.91569564,158.15569564,160.31569564,160.31569564
PJBQRdXF29koY7gKx61frPyzfNoqLUJXga,105.59997920,105.59997920,105.59997920,105.59997920,105.59997920,105.59997920
PGbzdtqNrXewbW8ERjkEHjanYs4s7S8Eh4,105.58997920,105.58997920,105.58997920,105.58997920,105.58997920,105.58997920
PCfHNELuWdxczjGY9TYXDATVZpmn2aqJzi,105.52369690,105.52369690,105.52369690,105.52369690,105.52369690,105.52369690
PT6f9nUCRzN4fAxz1AQm5vnnRYuWBGjuYU,151.38358835,156.78358835,161.10358835,163.26358835,0.00000000,0.00000000
PEydC15nUUMqqqNWoHrj3evkXmsuWWWk41,105.38960280,105.38960280,105.38960280,105.38960280,105.38960280,105.38960280
PEa8bKXwU2ELrUwmL3DUQgiasaSsZHHF3a,631.51753366,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
PRKLxUmZQxom8CbtQ9vs2vcynizp7qeGX1,105.00000000,105.00000000,105.00000000,105.00000000,105.00000000,105.00000000
PJDDQAgReShpFxVWksZLyaw1bS7cGjAjBP,104.99910000,104.99910000,104.99910000,104.99910000,104.99910000,104.99910000
PJ75wk2LHcEXFs2e7a3KyUTepgP5bhMCmR,0.00000000,0.00000000,0.00000000,0.00000000,314.95436664,314.95436664
PEyVr5mNgRiZKfktYNggqjSm9AWUtYunUx,104.88974090,104.88974090,104.88974090,104.88974090,104.88974090,104.88974090
P8v4HWV2nyVygD2WSYcg3NhVQoAeszUXDS,104.87629782,104.87629782,104.87629782,104.87629782,104.87629782,104.87629782
PPAGEnn2FcshXajH37efpkA9xzatmzRTKx,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,627.49997750
PPBSt82R6vCdbkK34qFKwbDeLNuAtTqZZa,147.73337918,150.97337918,159.61337918,168.25337918,0.00000000,0.00000000
P9i7DFEGMyK6hxvfbxDdKhHSTp4HVibmjw,0.00000000,0.00000000,0.00000000,205.79000000,210.11000000,210.11000000
PUBSqchVQosaDN8rKTRTyCJbHn4FBBJSv2,0.00000000,125.13940595,125.13940595,125.13940595,125.13940595,125.13940595
PCavsED3tRfkJfTHekYyrULCRQ6Bh9u45o,104.15195658,104.15195658,104.15195658,104.15195658,104.15195658,104.15195658
PBf4mVBkc1ajYWyP2HEcV7fvuConLQ883b,624.67175475,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
P9d42JKGEN1xXrXSBDKCCwn3hZKDVvkZR1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,624.16477000
PE67jmSeVUtN1q39ipqyjENuySkvVz2dND,273.59979197,255.59995840,64.80000000,29.70000000,0.00000000,0.00000000
PAr8kFC6mH7VygzVf1ACRgNhZRpWVzVF16,103.82481126,103.82481126,103.82481126,103.82481126,103.82481126,103.82481126
PVSWb7xnubBKR8atsBfQcXbFmPMynoJobD,101.08000000,101.08000000,103.24000000,105.40000000,105.40000000,106.48000000
PMqJoiuvAdgTuxvcP3hcJhRzfukMrFNaFU,204.27070571,206.43070571,211.83070571,0.00000000,0.00000000,0.00000000
PGwMJg2cspwN5enW94MZnRz9sz5M4Ce6Df,148.53048774,155.01048774,157.17048774,161.49048774,0.00000000,0.00000000
PVtNrxDAfXLXZoTB8ox7F883pEra9pauAr,93.96676928,100.44676928,102.60676928,104.76676928,110.16676928,110.16676928
PQc4kcKVRUGGyinfAHYX8ojmcRiEoKnCLV,97.50980000,100.74980000,102.90980000,106.14980000,107.22980000,107.22980000
PRqgRXEviKbVfwvvJ3SgvCw11ZzygEMaR6,103.47897957,103.47897957,103.47897957,103.47897957,103.47897957,103.47897957
P9NAuwjW88BramaiArbYiC9CW2R19JbpjM,94.42033178,98.74033178,103.06033178,107.38033178,108.46033178,108.46033178
PKcjCGqCgG5dcWv84QpGADqfGZzxF5jxEA,0.00000000,0.00000000,0.00000000,0.00000000,310.23591659,310.23591659
PE1rAd22HPERpycCd4PzHiakDPVdjLnGxR,103.33324178,103.33324178,103.33324178,103.33324178,103.33324178,103.33324178
PBjR44L1gmghJc1rW2ckV2VpryAXZr25AG,102.93057740,102.93057740,102.93057740,102.93057740,104.01057740,104.01057740
PKgCpHua3PkG8jE9AA5BQoAyw4dPgQMQ1P,103.28603687,103.28603687,103.28603687,103.28603687,103.28603687,103.28603687
PCidivEgGix2H2ecSimG4Rn9AVNmznaWBz,103.26732674,103.26732674,103.26732674,103.26732674,103.26732674,103.26732674
PAyLPybKniee2MXwXTmWdScy75rEcuJrMK,103.22844830,103.22844830,103.22844830,103.22844830,103.22844830,103.22844830
PTWwCJWYeP9pK5acfVWt2UJebbJHHHHAAC,0.00000000,0.00000000,0.00000000,0.00000000,618.76500000,0.00000000
PVkBPraVTZT3PMFkjvBNDp1Wfu2B7xmYCo,0.00000000,0.00000000,0.00000000,0.00000000,309.04035424,309.04035424
PPrvuWXvccKwgZiSFosbRB4Z2Q1WuvPmYJ,102.93044258,102.93044258,102.93044258,102.93044258,102.93044258,102.93044258
PBVsyrb3Tg2i4YKrRNxvk1SeKdLCthFvaX,100.00000000,102.16000000,102.16000000,104.32000000,104.32000000,104.32000000
P9cgM2ZALXHiyrFdp1Pne2YvXP38rVei1N,102.80098960,102.80098960,102.80098960,102.80098960,102.80098960,102.80098960
PLVY8n3TdiXMZ9FPwxgFquxyEQnaa8fn8h,102.80098960,102.80098960,102.80098960,102.80098960,102.80098960,102.80098960
PWYaaJw3pweZRuMizqnPvFs8K81QFspBT6,102.80098960,102.80098960,102.80098960,102.80098960,102.80098960,102.80098960
PLWukz1anrunRN4Hw6zrXxpWHhwauL761G,102.78998960,102.78998960,102.78998960,102.78998960,102.78998960,102.78998960
PFsTePc7cE545JhM7C714Paq6b4CZRsGG6,102.78998960,102.78998960,102.78998960,102.78998960,102.78998960,102.78998960
PJe3zjbvsj4KM4h7LtKXzXwM8G7MKGPubh,102.78995230,102.78995230,102.78995230,102.78995230,102.78995230,102.78995230
PB8Rc4iVU9FYHxMxcriPBTyEQn3dkj49SQ,91.56000000,95.88000000,103.44000000,105.60000000,108.84000000,108.84000000
PHTVaJdzW3gMRb3WDp2H8xSydHSjk26pTz,613.50320389,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
PKfaKfAGE2B1qJisKkS7o4tjh1RcRj9Aoe,612.87996940,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
PBYqBmBWvb6m9RPDg5gF1cA6R1VxjxC2zb,0.00000000,0.00000000,0.00000000,612.53991320,0.00000000,0.00000000
PREtLeK1fjnhiRNTJTTDV3QLVxmHTaKiwi,101.10480501,102.18480501,102.18480501,102.18480501,102.18480501,102.18480501
PAKPkWdrmdCc8WLq3ecfCW8JZKpdyM5Qo8,101.99000000,101.99000000,101.99000000,101.99000000,101.99000000,101.99000000
PRJPbwRAPumH4zd2foLRq5D5T89ooZ7NqS,101.88709087,101.88709087,101.88709087,101.88709087,101.88709087,101.88709087
PM28BBJHFTaxgGg5ESzTxUqkMW8CBGX4cS,0.00000000,0.00000000,0.00000000,611.20540000,0.00000000,0.00000000
PWDAP2NFJHTjFSmxEi6Pe9fmjEujququii,93.25918444,98.65918444,100.81918444,102.97918444,107.29918444,107.29918444
PBufV7sus7AsyzGuN1gAW4DvqLga7M6tSi,99.99512688,101.07512688,101.07512688,101.07512688,102.15512688,103.23512688
PMthn3Bk2tsoBfvMk5AVwE7aePkKdX5jvC,0.00000000,0.00000000,607.96557000,0.00000000,0.00000000,0.00000000
PX2CNKeY6W9Pz47ThArhvakVmdgS76P5he,101.31898219,101.31898219,101.31898219,101.31898219,101.31898219,101.31898219
PNh6rFb3N1QjWWeLHVdTkc691rjQ8NRXCV,100.00000000,100.00000000,100.00000000,100.00000000,103.24000000,104.32000000
PQcwC4yoMbJzbJVLti4mD84icUbf9ZrCmX,145.97382221,149.21382221,154.61382221,156.77382221,0.00000000,0.00000000
PWWWeT2DxNh2cRre4msCop5GptrASJs4uz,101.07981512,101.07981512,101.07981512,101.07981512,101.07981512,101.07981512
P9cAd6CHVTrH1AQbXzg9AXNMxkkmsz6Y7g,0.00000000,0.00000000,146.92046639,150.16046639,154.48046639,154.48046639
PMnuKF5SnJitzgAZkLL6uo233vLJ1xi3Nv,101.00000000,101.00000000,101.00000000,101.00000000,101.00000000,101.00000000
PTccYxws5VqHGoCBX2NQUr5AdrZQDS15YZ,100.97580060,100.97580060,100.97580060,100.97580060,100.97580060,100.97580060
PPR1zpkZ6tWPknmnQqvDVdfQEJAAN33sbT,605.45734670,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
PWZz3sAW3XMQm9hsfBAT3PYCT9hM3kkTo3,100.00000000,100.00000000,100.00000000,100.00000000,102.16000000,103.24000000
PEQdeVEwwKwedMbiyhAyiNjRV5JzGrfQ1x,95.56000000,97.72000000,99.88000000,103.12000000,104.20000000,104.20000000
PRgzkVBGXoptxz3piZ2FTgfbe47b8SEvJw,100.00000000,100.00000000,100.00000000,100.00000000,101.08000000,102.16000000
PWchgkzSAZWar3rvJnSYmzbJMt1Qzrb5Rc,100.00000000,100.00000000,100.00000000,100.00000000,101.08000000,102.16000000
PWH2bhU9NZFCTVf53aRFQoq4aYEZgko6D2,100.53232720,100.53232720,100.53232720,100.53232720,100.53232720,100.53232720
PFJNVJLvFdtKrtHHS212H89CSfcvDdsn7x,297.12000000,305.76000000,0.00000000,0.00000000,0.00000000,0.00000000
PXBmdvdKtxbYuxY3A6DkAqzzjKFyLCPAgy,95.85804196,98.01804196,99.09804196,100.17804196,103.41804196,105.57804196
PRVr3yeheDXLh241w5HMbwxBM4tGhPjqJY,296.17624556,305.89624556,0.00000000,0.00000000,0.00000000,0.00000000
PQK94LXM8PSF8gNsFK3r9qDALKB7kHcx3q,100.33368974,100.33368974,100.33368974,100.33368974,100.33368974,100.33368974
PU1MDsqmP6UWjHPstKRB1wHyNjWavuJLWk,100.32086638,100.32086638,100.32086638,100.32086638,100.32086638,100.32086638
PTYbSRyHuD7GXH3prw4ou1NevduadNj8C3,100.28944139,100.28944139,100.28944139,100.28944139,100.28944139,100.28944139
PSLLBWBWAxN9GUp5xr9sqV3rw6E5E4evYb,96.06727057,97.14727057,99.30727057,101.46727057,103.62727057,103.62727057
PHtuxNrdH3tLgcg3H5xczqhE8KFLWScKfS,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,101.08000000
PQg4wCwmABW3X8QjwZ38JJgntHp94CHbwt,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,101.08000000
PNc25LXZqphP8bTLESxv5f2RTSBup1UUu2,0.00000000,0.00000000,0.00000000,600.70308220,0.00000000,0.00000000
PBB2TkdLWS6uYQQQBHPrtdV13mrAdBB5hh,100.09000000,100.09000000,100.09000000,100.09000000,100.09000000,100.09000000
PFHmuxK7ieRuMNp6h6mqLdNfciu88rSJ6K,100.09000000,100.09000000,100.09000000,100.09000000,100.09000000,100.09000000
PC1mCreLwS9jqEtWHDPfxTfhiUNraxw6AG,100.07237000,100.07237000,100.07237000,100.07237000,100.07237000,100.07237000
PJieMweECrupejpZ5tmEzx1g4fKdbySnji,100.00902254,100.00902254,100.00902254,100.00902254,100.00902254,100.00902254
PEoXGYnrMXBqg54fxM9hJumH32U849K3o6,100.00100000,100.00100000,100.00100000,100.00100000,100.00100000,100.00100000
P9jLyJLnwXZN3MyRs3aTr6unQ7LrboWMiA,100.00100000,100.00100000,100.00100000,100.00100000,100.00100000,100.00100000
PK81a8UHZAZTaADFHhqbxuFnoAfAet1aWV,100.00100000,100.00100000,100.00100000,100.00100000,100.00100000,100.00100000
PWaD22ssxupRnbL3mGA6FzJLSkRPJYnbC2,100.00100000,100.00100000,100.00100000,100.00100000,100.00100000,100.00100000
PGCLWfSadJcgwiyhqwwuKKk5nwGbYUEPKQ,100.00100000,100.00100000,100.00100000,100.00100000,100.00100000,100.00100000
PVzMG62Ljr7B16kFEHDKfke3oAXivTRaFa,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PL388TGGABPmRHCCpZLFCvzHEBh7TMgge5,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PBdfcjFJkvRdshd52TeAK26SZmo6xdozDq,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PK71z88QUXShR98ZFBrpmxkxGhHVHkD1uR,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PCk6jZwm9CNrSkf3RXMQtg4dC14QPwykaz,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PBDJpatfDBAh5kr9RuxAwtEFK4ELY83AfF,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PEznHckAZoBkGHbo8NnLgCgDmso1ZeegvV,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PXBjetXmbQfQR3ukCJZxJY9hjMLPrKyiin,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
6aCxbUXHqMZajL7mUF28R6TDYu5Wyuch5x,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PXYgvokKEvsYYzXcn7wYXmgeAXU5uFwrBR,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PKPrHiayLCnGxcGg3weYGeduQ5hpa71wJq,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PJYRkEDgMRSrfr5Yq1zdXzkzGquq6njBS5,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PVnDdb3iMTubbSJKpFM4q4hDhoA9gqkP3y,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PE2M6jhYsTjxoZsJcodSiStLP7pDt5JXah,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PXhKN1xZrHN5Dm1ykDzECMjTLVkqjyc17N,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PJKZ9KBNRwULxwmvBy3Rx8sHQg62fRXmQd,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PUVg5rVnonC9w9xSKAgGMWuQqXabZBLfYX,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PQYoP5pJHgkEQmD49BAqinex5eV5va4uPR,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PKnuL3RpFHUfApj1DnCqC8gyHzuB782FBS,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PSptXLY9f9CsqsWt7tgn9uMHrGf2iPZYnr,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000,100.00000000
PDMSSAtcFqT8xjEpVhJe8HwTHWfkr3VEzH,0.00000000,120.00000000,120.00000000,120.00000000,120.00000000,120.00000000
PE4Ug823AkX6TPhJGNMmQKRghWy7HYENJU,0.00000000,120.00000000,120.00000000,120.00000000,120.00000000,120.00000000
PCroHH2UHMJGirtVRdA4ihYCwvvsxwhN81,0.00000000,120.00000000,120.00000000,120.00000000,120.00000000,120.00000000
PSjLhw4L7BQ5TgrjozyX5YS8ieYWEHKJvK,0.00000000,120.00000000,120.00000000,120.00000000,120.00000000,120.00000000
PSFwU5gcbv4btbwHG76WFK4B4e5vnQjuTL,0.00000000,120.00000000,120.00000000,120.00000000,120.00000000,120.00000000
PRN8HevCUhddRPrUQn1WN3zsnP57HCjyTA,0.00000000,120.00000000,120.00000000,120.00000000,120.00000000,120.00000000
PKqVyF3AkcgmWQJx45cVhAi936agTKi37D,0.00000000,120.00000000,120.00000000,120.00000000,120.00000000,120.00000000
PBvf6r8kZaijoBy5vpzzZbkferbH3SeDfJ,0.00000000,120.00000000,120.00000000,120.00000000,120.00000000,120.00000000
PEXaLVF54vfF52pPFk5U9ne4KCZw9N4j43,0.00000000,120.00000000,120.00000000,120.00000000,120.00000000,120.00000000
PSFgJ6Xi3PUYUqAvPuh9VreYeDp1LXQxSX,0.00000000,120.00000000,120.00000000,120.00000000,120.00000000,120.00000000
PEoKAm7RyHagDwR7kU6et1da3hUafDGh9y,99.99997740,99.99997740,99.99997740,99.99997740,99.99997740,99.99997740
PQM9i3LoVsTsLQD8bM35JY2iz5pJRC4pUD,99.99997152,99.99997152,99.99997152,99.99997152,99.99997152,99.99997152
PCnCKABoazeRsem3yzyC6iqqpLHua3nNBb,99.99910000,99.99910000,99.99910000,99.99910000,99.99910000,99.99910000
PCzy9p8S4ox43JYXTGedonnS5xWb1mshXw,99.99000000,99.99000000,99.99000000,99.99000000,99.99000000,99.99000000
PDXdNxjYSYwDohRZjfEPxVA9ptNt2RHtmS,99.99000000,99.99000000,99.99000000,99.99000000,99.99000000,99.99000000
PBNqmSVFJdDpuny7pLH8RJcZzv7Rvhepgr,99.99000000,99.99000000,99.99000000,99.99000000,99.99000000,99.99000000
PQeCCjbeebbB3L6GgunHBpGTbgXCstJ2Gm,99.99000000,99.99000000,99.99000000,99.99000000,99.99000000,99.99000000
PGixNuCfXSLDYUZBJ3erFhekBR1Ywzye83,99.99000000,99.99000000,99.99000000,99.99000000,99.99000000,99.99000000
PA3kLBaY2NGmMnadDXCjoHVa7XZmNh1eA8,99.99000000,99.99000000,99.99000000,99.99000000,99.99000000,99.99000000
PDPTYhtadmRZnCscBJEQ1pkHzSv6mkWcKR,99.98997740,99.98997740,99.98997740,99.98997740,99.98997740,99.98997740
PSuHqFU87DheyZme2xJCqZazeLS7n7u36h,99.98000000,99.98000000,99.98000000,99.98000000,99.98000000,99.98000000
PU2DpyT3oHoQ2mdWJmYUCHJtKqFxifKPUC,99.98000000,99.98000000,99.98000000,99.98000000,99.98000000,99.98000000
PKdwJi5BbUULqy6JgLLAsxdVu9D9ch7DbL,99.98000000,99.98000000,99.98000000,99.98000000,99.98000000,99.98000000
PUeL6N3re4RXDJ3uF65VaK9mXNfwCVfEam,99.94595574,99.94595574,99.94595574,99.94595574,99.94595574,99.94595574
